feature,importance
odor,0.35385411206524464
gill-size,0.156550997568035
spore-print-color,0.13657126961845734
ring-type,0.09539809023712963
stalk-surface-above-ring,0.08850915784108927
gill-color,0.08568045710224874
stalk-surface-below-ring,0.08343591556779527
