feature,importance
odor,0.34148349914877546
gill-size,0.1710735391767873
spore-print-color,0.15613657667858372
stalk-surface-above-ring,0.10153503593304748
ring-type,0.09319081788893559
gill-color,0.07468275617671445
stalk-surface-below-ring,0.04869932700869921
stalk-color-above-ring,0.013198447988456844
