feature,importance
odor,0.7798589468002319
spore-print-color,0.07343127578496933
gill-size,0.0494111105799675
gill-color,0.04772430285811424
stalk-surface-below-ring,0.02101185917854309
stalk-surface-above-ring,0.016256267204880714
ring-type,0.011398592963814735
stalk-color-above-ring,0.0009076842106878757
