feature,importance
odor,24.028141133253417
spore-print-color,15.530391089543562
gill-color,6.104415015950785
ring-type,4.663642438007414
gill-size,3.611807754056642
stalk-surface-below-ring,3.1450670257775597
stalk-surface-above-ring,2.335415312068166
