feature,importance
odor,0.35314974508553243
gill-size,0.176282502301156
spore-print-color,0.1384840396742708
stalk-surface-above-ring,0.10284319324010036
ring-type,0.07560643287731149
gill-color,0.07168461026301652
stalk-surface-below-ring,0.06691052745299829
stalk-color-above-ring,0.015038949105614072
